StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q75,Q74,Q35_1,Q35_5,Q35_2,Q35_4,Q35_3,Q35_8,Q35_9,Q35_10,Q76_1,Q77_2,Q78_3,Q83_4,Q82_5,Q80_6,Q81_9,Q79_7,Q46_5,Q47_1,Q48_1,Q49_1,Q53,Q8,Q58_1,Q58_2,Q58_3,Q12,Q13
4/24/2024 7:44,4/24/2024 8:06,100,1365,TRUE,4/24/2024 8:06,R_7jTLBrt5S9ZjMFT,anonymous,EN,"ACC 6400 Advanced Taxation of Business Entites,ACC 6350 Management Control Systems",ACC 6250 Financial Reporting & Analysis,3,2,6,7,4,5,1,8,,,,4,,,,,5,10,2,5,Yes,Maybe,Agree,Neither disagree or agree,Agree,,
4/24/2024 10:38,4/24/2024 10:59,100,1287,TRUE,4/24/2024 10:59,R_3iD4RxIfWTtgEOk,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6250 Financial Reporting & Analysis,ACC 6410 Tax Research and Procedure,ACC 679R Taxation of Business Entities II",5,2,1,6,7,3,4,8,,,,4,,,,4,12,20,8,10,Yes,Yes,Agree,Disagree,Strongly Agree,"Audit,Regulation",
4/25/2024 18:54,4/25/2024 22:57,100,14576,TRUE,4/25/2024 22:57,R_5kNRsCYkWrFQY25,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems,ACC 6600 Business Law for Accountants","ACC 6410 Tax Research and Procedure,ACC 679R Taxation of Business Entities II",7,4,1,3,6,5,8,2,,,,,,3,,5,9,13,5,11,Yes,Yes,Agree,Strongly Agree,Agree,,
4/26/2024 0:36,4/26/2024 0:46,100,603,TRUE,4/26/2024 0:46,R_60MOsWvkBN9r7a1,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6350 Management Control Systems,ACC 6600 Business Law for Accountants","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 6350 Management Control System (if not taken as core)",8,1,2,3,6,7,4,5,,,4,4,4,,,,7,15,2,8,Yes,Yes,Disagree,Agree,Disagree,,
4/19/2024 19:08,4/19/2024 19:09,63,73,FALSE,4/26/2024 19:09,R_2UdBcXC57b1AiL7,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2024 19:55,4/29/2024 11:39,100,56637,TRUE,4/29/2024 11:39,R_3rZJkb1AEkcFlac,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6350 Management Control Systems,ACC 6600 Business Law for Accountants",ACC 679R Taxation of Business Entities II,8,4,1,6,5,7,3,2,,,,,,,,5,19,24,10,20,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,,
4/22/2024 12:58,4/22/2024 12:59,2,62,FALSE,4/29/2024 12:59,R_2LNEk2R37Zs2FUe,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2024 16:23,4/22/2024 16:23,2,4,FALSE,4/29/2024 16:23,R_1qz0InnK53IUUCq,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2024 17:28,4/22/2024 17:28,2,18,FALSE,4/29/2024 17:28,R_3g0dWPDGEa0bkt6,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2024 17:24,4/22/2024 19:48,9,8617,FALSE,4/29/2024 19:48,R_5JXF037sSkTE6ZW,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6600 Business Law for Accountants","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 679R Taxation of Business Entities II",,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2024 19:47,4/22/2024 19:51,2,239,FALSE,4/29/2024 19:51,R_2SBSwjNsolck385,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 6350 Management Control System (if not taken as core),ACC 6600 Business Law for Accountants (if not taken as core)",,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2024 10:25,4/30/2024 10:39,100,806,TRUE,4/30/2024 10:39,R_3JIS2KTOtDml8nz,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6150 Information Systems Auditing,ACC 679R Taxation of Business Entities II",6,4,1,2,7,3,5,8,,4,5,,,,,5,18,25,13,20,Yes,Yes,Neither disagree or agree,Neither disagree or agree,Neither disagree or agree,,
4/23/2024 10:58,4/23/2024 10:58,2,7,FALSE,4/30/2024 10:58,R_1IayTpoRTzqrXDF,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2024 17:28,4/30/2024 18:03,100,2134,TRUE,4/30/2024 18:03,R_2so9IpHCu6IoR4e,anonymous,EN,"ACC 6400 Advanced Taxation of Business Entites,ACC 6600 Business Law for Accountants",,3,6,1,5,4,7,8,2,,,,,,,,,6,12,4,8,Yes,Maybe,Strongly Agree,Strongly Agree,Agree,,
4/30/2024 21:20,4/30/2024 22:14,100,3209,TRUE,4/30/2024 22:14,R_5lmRSRN70t6y0q5,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6250 Financial Reporting & Analysis,ACC 679R Taxation of Business Entities II",4,3,1,5,2,7,6,8,,5,,4,,,,5,13,11,16,18,Yes,Yes,Agree,Agree,Agree,"FAR,Audit",
4/25/2024 16:23,4/30/2024 23:24,100,457253,TRUE,4/30/2024 23:24,R_5rHVHsP8cXzTYTU,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6400 Advanced Taxation of Business Entites,ACC 6540 Professional Ethics","ACC 6150 Information Systems Auditing,ACC 6410 Tax Research and Procedure",2,3,1,6,4,7,5,8,,,5,,,5,,,15,25,8,16,Yes,Yes,Agree,Disagree,Neither disagree or agree,"FAR,Audit",
4/30/2024 23:13,4/30/2024 23:35,100,1322,TRUE,4/30/2024 23:35,R_2gTW1n7E1IZAkTc,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics","ACC 6350 Management Control System (if not taken as core),ACC 6600 Business Law for Accountants (if not taken as core)",7,4,3,2,8,6,5,1,,,,,2,,4,,11,21,5,15,Yes,Yes,Agree,Agree,Agree,,
5/1/2024 0:22,5/1/2024 1:15,100,3165,TRUE,5/1/2024 1:15,R_5NslosrNhBJOU2V,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6150 Information Systems Auditing,ACC 679R Taxation of Business Entities II",1,3,2,5,7,6,4,8,,2,3,,,,,5,13,20,1,9,Yes,Yes,Agree,Agree,Disagree,,
5/1/2024 8:43,5/1/2024 9:03,100,1184,TRUE,5/1/2024 9:03,R_3fkuAPqdsGNM93m,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites",ACC 679R Taxation of Business Entities II,5,4,1,6,7,3,8,2,,,,,,,,4,10,25,2,20,Maybe,Yes,Neither disagree or agree,Neither disagree or agree,Strongly Agree,,
5/1/2024 15:14,5/1/2024 15:19,100,289,TRUE,5/1/2024 15:19,R_4Edl8oYthuveE0M,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6350 Management Control System (if not taken as core),ACC 6600 Business Law for Accountants (if not taken as core)",4,7,8,2,5,1,6,3,,5,,,4,,5,,16,25,6,15,Yes,Yes,Agree,Agree,Agree,"FAR,Regulation",
5/1/2024 15:19,5/1/2024 15:29,100,593,TRUE,5/1/2024 15:29,R_2xCFYAaI9AYaHrr,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 6600 Business Law for Accountants (if not taken as core)",4,1,2,6,8,5,7,3,,,5,4,,,4,,10,15,5,10,Maybe,Yes,Agree,Neither disagree or agree,Neither disagree or agree,,
5/1/2024 8:33,5/1/2024 17:46,100,33159,TRUE,5/1/2024 17:46,R_7PiomP0y0H4RG25,anonymous,EN,ACC 6400 Advanced Taxation of Business Entites,,4,3,1,7,5,6,8,2,,,,,,,,,8,16,3,8,Yes,Yes,Strongly Agree,Agree,Strongly Agree,"FAR,Audit,Regulation","FAR,Audit,Regulation"
5/1/2024 20:59,5/1/2024 21:09,100,626,TRUE,5/1/2024 21:09,R_3MPyTGgMe5C32By,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6600 Business Law for Accountants","ACC 6410 Tax Research and Procedure,ACC 679R Taxation of Business Entities II",5,6,2,4,1,7,8,3,,,,,,5,,5,15,25,4,14,Yes,Yes,Agree,Agree,Agree,,
5/1/2024 16:33,5/1/2024 21:16,100,17003,TRUE,5/1/2024 21:16,R_3kTa68VAqpO95S1,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6350 Management Control Systems","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 6600 Business Law for Accountants (if not taken as core)",1,2,4,3,5,6,7,8,,,5,2,,,4,,10,16,6,10,Yes,Yes,Agree,Disagree,Neither disagree or agree,,
4/25/2024 18:27,4/25/2024 18:28,2,7,FALSE,5/2/2024 18:28,R_7YKCnXsOBmnxh3M,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2024 17:18,5/1/2024 17:19,9,111,FALSE,5/8/2024 17:20,R_70l3UzkGc9weoGH,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6350 Management Control Systems","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,
